video,moisture,spring,displacement,motor,U,L_1,L_2,L_3,L_4,C_1,C_2,C_3,C_4,O,X
GH013054,7,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013055,7,2000,0.29,30,0,0,1,0,0,0,0,0,1,1,0
GH013056,7,2000,0.29,30,0,0,0,1,0,0,1,0,0,1,0
GH013057,7,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013058,7,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013059,7,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013060,7,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013061,7,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013062,7,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013063,7,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013064,7,2000,0.29,45,0,0,0,0,1,0,0,1,0,0,0
GH013065,7,2000,0.29,45,0,0,0,0,1,0,1,0,0,0,0
GH013066,7,2000,0.29,45,1,0,0,0,0,0,0,0,0,0,0
GH013067,7,2000,0.29,45,0,0,0,1,0,1,0,0,0,0,0
GH013068,7,2000,0.29,45,0,0,0,0,1,0,1,0,0,0,0
GH013069,7,2000,0.29,45,0,0,0,0,1,0,0,1,1,0,0
GH013070,7,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013071,7,2000,0.29,60,0,0,0,1,0,1,0,0,0,0,0
GH013072,7,2000,0.29,60,0,0,0,0,1,1,0,0,0,1,0
GH013073,7,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013074,7,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013075,7,2000,0.29,60,0,0,0,1,0,0,1,0,0,1,0
GH013076,7,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013077,7,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013078,7,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013079,7,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013080,7,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013081,7,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013082,7,2000,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013083,7,2000,0.36,60,0,0,0,0,1,0,0,1,0,1,0
GH013084,7,2000,0.36,60,0,0,0,1,0,1,0,0,0,0,0
GH013085,7,2000,0.36,60,0,0,0,0,1,0,1,0,0,0,0
GH013086,7,2000,0.36,60,0,0,0,1,0,1,0,0,0,1,0
GH013087,7,2000,0.36,60,0,0,0,0,1,0,1,0,0,0,0
GH013088,7,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,1
GH013089,7,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013090,7,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013091,7,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013092,7,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013093,7,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013094,7,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013095,7,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013096,7,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013097,7,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013098,7,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013099,7,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013100,7,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013101,7,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013102,7,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013103,7,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013104,7,2000,0.36,45,0,0,0,0,1,0,1,0,0,1,0
GH013105,7,2000,0.36,45,0,0,0,0,1,0,1,0,0,0,0
GH013106,7,2000,0.29,45,0,0,0,0,1,1,0,0,0,0,0
GH013107,7,2000,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH013108,7,2000,0.29,45,0,0,0,0,1,0,0,1,0,1,0
GH013109,7,2000,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH013110,7,2000,0.29,45,0,0,0,1,0,0,1,0,0,1,0
GH013111,7,2000,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH013112,7,2000,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013113,7,2000,0.36,30,0,0,0,0,1,0,1,0,0,1,0
GH013114,7,2000,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013115,7,2000,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013116,7,2000,0.36,30,0,1,0,0,0,1,0,0,0,0,0
GH013117,7,2000,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013118,7,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013119,7,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013120,7,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013121,7,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013122,7,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013123,7,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013124,7,2000,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013125,7,2000,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013126,7,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013127,7,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013128,7,2000,0.29,30,0,0,0,1,0,0,1,0,0,0,0
GH013129,7,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013130,9,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013131,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013132,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013133,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013134,9,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013135,9,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013136,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013137,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013138,9,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013139,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013140,9,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013141,9,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013142,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013143,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013144,9,2000,0.22,60,0,0,0,0,1,0,1,0,0,0,0
GH013145,9,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013146,9,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013147,9,2000,0.22,60,1,0,0,0,0,0,0,0,0,0,0
GH013148,9,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013149,9,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013150,9,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013151,9,2000,0.22,45,0,0,0,0,1,0,1,0,0,0,0
GH013152,9,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013153,9,2000,0.22,45,0,0,0,1,0,0,0,0,1,1,0
GH013156,9,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013157,9,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013158,9,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013159,9,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013160,9,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013161,9,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013162,9,2000,0.22,45,0,0,1,0,0,0,0,0,1,0,0
GH013163,9,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013164,9,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013165,9,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013167,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013168,9,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013169,9,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013170,9,2000,0.22,30,0,1,0,0,0,0,0,1,0,0,0
GH013171,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013172,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013173,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,0,0
GH013174,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013175,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013176,9,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013177,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013178,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013179,9,2000,0.22,30,0,0,0,0,1,0,1,0,0,0,0
GH013180,9,2000,0.22,30,0,0,0,0,1,0,1,0,0,0,0
GH013181,9,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013182,9,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013183,9,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013184,9,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013185,9,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013201,9,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013227,9,2000,0.29,45,0,0,0,1,0,1,0,0,0,0,0
GH013228,9,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013229,9,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013230,9,2000,0.29,45,0,0,0,0,1,0,0,1,0,1,0
GH013231,9,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013232,9,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013233,9,2000,0.36,45,0,0,0,0,1,0,0,1,0,0,0
GH013234,9,2000,0.36,45,0,0,0,0,1,0,0,1,0,1,0
GH013235,9,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013236,9,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013237,9,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013238,9,2000,0.36,45,0,0,0,1,0,1,0,0,0,0,0
GH013239,9,2000,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013240,9,2000,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013241,9,2000,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013242,9,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013243,9,2000,0.29,30,0,0,0,1,0,1,0,0,0,0,0
GH013244,9,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013245,9,2000,0.36,30,0,0,0,0,1,0,0,0,1,1,0
GH013246,9,2000,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013247,9,2000,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013248,9,2000,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013249,9,2000,0.36,30,0,0,0,0,1,1,0,0,0,1,0
GH013250,9,2000,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013251,9,2000,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013252,9,2000,0.36,60,0,0,0,1,0,1,0,0,0,0,0
GH013253,9,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013254,9,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013255,9,2000,0.36,60,0,0,0,1,0,1,0,0,0,0,0
GH013256,9,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013257,9,2000,0.36,45,0,0,0,1,0,1,0,0,0,0,0
GH013258,9,2000,0.36,45,0,0,0,1,0,1,0,0,0,0,0
GH013259,9,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013260,9,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013261,9,2000,0.36,45,0,0,0,1,0,1,0,0,0,0,0
GH013262,9,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013263,9,2000,0.29,45,0,0,0,0,1,0,0,1,0,1,0
GH013264,9,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013265,9,2000,0.29,45,0,0,0,0,1,0,0,1,0,1,0
GH013266,9,2000,0.29,45,0,0,0,1,0,1,0,0,0,1,0
GH013267,9,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013268,9,2000,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH013269,9,2000,0.29,30,0,1,0,0,0,1,0,0,0,0,0
GH013270,9,2000,0.29,30,0,0,1,0,0,0,1,0,0,0,0
GH013271,9,2000,0.29,30,0,0,0,1,0,0,0,1,0,1,0
GH013272,9,2000,0.29,30,0,0,0,1,0,0,0,1,0,1,0
GH013273,9,2000,0.29,30,0,0,0,1,0,0,1,0,0,1,0
GH013274,9,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013275,9,2000,0.36,60,0,0,0,1,0,1,0,0,0,0,0
GH013276,9,2000,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013277,9,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013278,9,2000,0.36,60,0,0,0,1,0,0,1,0,0,0,0
GH013279,9,2000,0.36,60,0,0,0,0,1,0,0,1,0,1,0
GH013280,9,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013281,9,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013282,9,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013283,9,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013284,9,2000,0.29,60,1,0,0,0,0,0,0,0,0,0,0
GH013285,9,2000,0.29,60,0,0,0,1,0,0,1,0,0,1,0
GH013286,9,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013287,9,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013288,9,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013289,9,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013290,9,2000,0.36,45,0,0,0,0,1,0,1,0,0,1,0
GH013291,9,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013292,9,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013293,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013294,5,2000,0.29,60,0,0,0,0,1,1,0,0,0,0,0
GH013295,5,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013296,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013297,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013298,5,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013299,5,2000,0.22,45,0,0,0,0,1,0,1,0,0,1,0
GH013300,5,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013301,5,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013302,5,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013303,5,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013304,5,2000,0.22,45,0,0,0,0,1,0,1,0,0,1,0
GH013305,5,2000,0.36,30,0,0,0,0,1,0,1,0,0,1,0
GH013306,5,2000,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013307,5,2000,0.36,30,0,0,0,1,0,1,0,0,0,1,0
GH013308,5,2000,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013309,5,2000,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013310,5,2000,0.36,30,0,0,0,0,1,1,0,0,0,1,0
GH013311,5,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013312,5,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013313,5,2000,0.36,60,0,0,0,1,0,0,1,0,0,1,0
GH013314,5,2000,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013315,5,2000,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013316,5,2000,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013317,5,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013318,5,2000,0.22,30,0,0,0,0,1,0,1,0,0,1,0
GH013319,5,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013320,5,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013321,5,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013322,5,2000,0.22,30,0,0,0,0,1,0,1,0,0,1,0
GH013323,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,0,0
GH013324,5,2000,0.29,45,0,0,0,0,1,1,0,0,0,0,0
GH013325,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013326,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013327,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013328,5,2000,0.29,45,0,0,0,1,0,0,1,0,0,1,0
GH013329,5,2000,0.29,30,0,0,0,1,0,0,1,0,0,1,0
GH013330,5,2000,0.29,30,0,0,0,1,0,0,1,0,0,1,0
GH013331,5,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013332,5,2000,0.29,30,0,0,0,0,1,1,0,0,0,1,0
GH013333,5,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013334,5,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013335,5,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013336,5,2000,0.36,45,0,0,0,0,1,1,0,0,0,1,0
GH013337,5,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013338,5,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013339,5,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013340,5,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH0133407,5,2000,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH0133408,5,2000,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH0133409,5,2000,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013341,5,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH0133410,5,2000,0.36,30,0,0,0,0,1,0,0,0,1,1,0
GH0133411,5,2000,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH0133412,5,2000,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH0133413,5,2000,0.29,45,0,0,0,1,0,1,0,0,0,1,0
GH0133414,5,2000,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH0133415,5,2000,0.29,45,0,0,0,0,1,0,0,1,0,1,0
GH0133416,5,2000,0.29,45,0,0,0,0,1,0,0,1,0,1,0
GH0133417,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH0133418,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH0133419,5,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013342,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH0133420,5,2000,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH0133421,5,2000,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH0133422,5,2000,0.29,30,0,0,0,0,1,1,0,0,0,1,0
GH0133423,5,2000,0.29,30,0,0,0,0,1,0,1,0,0,0,0
GH0133424,5,2000,0.29,30,0,0,0,1,0,0,1,0,0,1,0
GH0133425,5,2000,0.36,60,0,0,0,1,0,0,0,0,1,1,0
GH0133426,5,2000,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH0133427,5,2000,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH0133428,5,2000,0.36,60,0,0,0,0,1,0,1,0,0,0,0
GH0133429,5,2000,0.36,60,0,0,0,1,0,1,0,0,0,0,0
GH013343,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH0133430,5,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH0133431,5,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH0133432,5,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH0133433,5,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH0133434,5,2000,0.22,30,0,0,0,0,1,0,1,0,0,1,0
GH0133435,5,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH0133436,5,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH0133437,5,2000,0.29,60,0,0,0,0,1,0,0,0,1,1,0
GH0133438,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH0133439,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013344,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH0133440,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH0133441,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH0133442,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH0133443,5,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH0133444,5,2000,0.22,45,1,0,0,0,0,0,0,0,0,0,0
GH0133445,5,2000,0.22,45,1,0,0,0,0,0,0,0,0,0,0
GH0133446,5,2000,0.22,45,1,0,0,0,0,0,0,0,0,0,0
GH0133447,5,2000,0.22,45,1,0,0,0,0,0,0,0,0,0,0
GH0133448,5,2000,0.22,45,1,0,0,0,0,0,0,0,0,0,0
GH0133449,5,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
