video,moisture,spring,displacement,motor,U,L_1,L_2,L_3,L_4,C_1,C_2,C_3,C_4,O,X
GH013345,5,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH0133450,5,2000,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH0133451,5,2000,0.36,45,0,0,0,1,0,0,1,0,0,1,0
GH0133452,5,2000,0.36,45,0,0,0,1,0,1,0,0,0,0,0
GH0133453,5,2000,0.36,45,0,0,0,1,0,1,0,0,0,0,0
GH0133454,5,2000,0.36,45,0,0,0,0,1,0,0,1,0,1,0
GH013346,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013347,5,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013348,5,2000,0.22,30,0,0,0,1,0,1,0,0,0,0,0
GH013349,5,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013350,5,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013351,5,2000,0.22,30,0,0,0,0,1,0,0,1,0,1,0
GH013352,5,2000,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013353,5,2000,0.29,60,0,0,0,0,1,1,0,0,0,1,0
GH013354,5,2000,0.29,60,0,0,0,0,1,1,0,0,0,0,0
GH013355,5,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013356,5,2000,0.29,60,0,0,0,0,1,0,1,0,0,0,0
GH013357,5,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013358,5,2000,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013359,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013360,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013361,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,0,0
GH013362,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013363,5,2000,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013364,5,2000,0.29,45,0,0,0,0,1,1,0,0,0,1,0
GH013365,5,2000,0.36,45,0,0,0,0,1,0,1,0,0,1,0
GH013366,5,2000,0.36,45,0,0,0,0,1,0,1,0,0,1,0
GH013367,5,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013368,5,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013369,5,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013370,5,2000,0.29,30,0,0,1,0,0,0,0,0,0,0,0
GH013370,5,2000,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013371,5,2000,0.29,30,0,0,0,0,0,0,0,1,0,0,0
GH013372,5,2000,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013373,5,2000,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013374,5,2000,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013375,5,2000,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013376,5,2000,0.29,30,0,0,0,0,0,0,1,0,0,1,0
GH013377,5,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013378,5,2000,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013379,5,2000,0.22,45,0,0,0,0,1,0,1,0,0,1,0
GH013380,5,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013381,5,2000,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013382,5,2000,0.22,45,0,1,0,0,0,1,0,0,0,0,0
GH013383,5,2000,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013384,5,2000,0.36,30,0,0,0,1,0,0,1,0,0,1,0
GH013385,5,2000,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013386,5,2000,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013387,5,2000,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013388,5,2000,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013389,5,2000,0.22,60,0,0,0,0,1,0,0,1,0,0,0
GH013390,5,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013391,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013392,5,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013393,5,2000,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013394,5,2000,0.22,60,0,0,0,0,1,0,0,1,0,0,0
GH013395,5,2000,0.36,60,0,0,0,1,0,1,0,0,0,0,0
GH013396,5,2000,0.36,60,0,0,0,0,1,0,1,0,0,1,0
GH013397,5,2000,0.36,60,0,0,0,0,1,0,1,0,0,1,0
GH013398,5,2000,0.36,60,1,0,0,0,1,0,1,0,0,0,0
GH013400,5,2000,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013401,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013402,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013403,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013404,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013405,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013406,5,2000,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013455,7,1800,0.36,60,0,0,1,0,0,1,0,0,0,0,0
GH013456,7,1800,0.36,60,0,1,0,0,0,1,0,0,0,0,0
GH013457,7,1800,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013458,7,1800,0.36,60,0,0,0,1,0,1,0,0,0,1,0
GH013459,7,1800,0.36,60,0,1,0,0,0,1,0,0,0,0,0
GH013460,7,1800,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013461,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013462,7,1800,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013463,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013464,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013465,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013466,7,1800,0.22,60,0,0,0,0,1,0,1,0,0,1,0
GH013473,7,1800,0.29,60,0,0,0,0,1,0,0,0,1,1,0
GH013474,7,1800,0.29,60,0,0,0,0,1,0,1,1,0,1,0
GH013475,7,1800,0.29,60,0,0,0,0,1,0,0,0,0,1,0
GH013476,7,1800,0.29,60,0,0,0,0,1,0,0,0,1,1,0
GH013477,7,1800,0.29,60,0,0,0,0,1,0,0,0,1,1,0
GH013478,7,1800,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013485,7,1800,0.36,60,0,0,0,0,1,0,0,0,1,1,1
GH013486,7,1800,0.36,60,0,0,0,0,1,1,0,0,0,1,0
GH013487,7,1800,0.36,60,0,0,0,0,1,0,1,0,0,1,0
GH013488,7,1800,0.36,60,0,0,1,0,0,0,0,0,1,0,0
GH013489,7,1800,0.36,60,0,0,0,0,1,1,0,0,0,1,0
GH013490,7,1800,0.36,60,0,0,0,0,1,1,0,0,0,1,0
GH013491,7,1800,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013492,7,1800,0.29,60,0,0,0,1,0,0,1,0,0,1,0
GH013493,7,1800,0.29,60,0,0,0,0,1,0,0,0,1,1,0
GH013494,7,1800,0.29,60,0,0,0,1,0,0,0,1,0,1,0
GH013495,7,1800,0.29,60,0,0,0,0,1,1,0,0,0,1,0
GH013496,7,1800,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013497,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013498,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013499,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013500,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013501,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013502,7,1800,0.22,60,0,0,0,0,1,0,0,1,1,1,0
GH013503,7,1800,0.29,60,0,0,0,0,1,0,0,0,1,1,0
GH013504,7,1800,0.29,60,0,0,0,1,0,0,1,0,0,1,0
GH013505,7,1800,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013506,7,1800,0.29,60,0,0,0,0,1,0,1,0,0,0,0
GH013507,7,1800,0.29,60,0,0,0,0,1,0,1,0,0,0,0
GH013508,7,1800,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013515,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013516,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013517,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013518,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,1
GH013519,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013520,7,1800,0.22,60,0,0,0,0,1,0,0,0,1,1,0
GH013521,7,1800,0.36,60,0,0,0,0,1,0,0,0,1,1,0
GH013522,7,1800,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013523,7,1800,0.36,60,0,0,0,0,1,0,0,0,1,1,0
GH013524,7,1800,0.36,60,0,0,0,0,1,0,0,0,1,1,0
GH013525,7,1800,0.36,60,0,0,0,0,1,0,1,0,0,1,0
GH013526,7,1800,0.36,60,0,0,0,0,1,1,0,0,0,0,0
GH013538,7,1800,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013539,7,1800,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013540,7,1800,0.36,45,0,0,0,0,0,0,0,0,0,1,0
GH013541,7,1800,0.36,45,0,0,0,0,1,0,0,0,1,0,1
GH013542,7,1800,0.36,45,0,0,0,0,1,1,0,0,0,1,0
GH013543,7,1800,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013544,7,1800,0.22,30,0,0,0,0,1,0,1,0,0,1,0
GH013545,7,1800,0.22,30,0,0,0,0,1,0,0,1,1,1,0
GH013546,7,1800,0.22,30,0,0,0,0,1,0,0,1,1,1,0
GH013547,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013548,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,0,0
GH013549,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013550,7,1800,0.36,30,0,0,1,0,0,1,0,0,0,0,0
GH013551,7,1800,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013552,7,1800,0.36,30,0,0,0,0,1,0,0,1,0,1,0
GH013553,7,1800,0.36,30,0,0,1,0,0,1,0,0,0,0,0
GH013554,7,1800,0.36,30,0,0,0,0,1,1,0,0,0,1,0
GH013555,7,1800,0.36,30,0,0,0,0,1,1,0,0,0,1,0
GH013556,7,1800,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013557,7,1800,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013558,7,1800,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013559,7,1800,0.29,30,0,0,0,0,1,0,0,1,0,1,0
GH013560,7,1800,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013561,7,1800,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013562,7,1800,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013563,7,1800,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013564,7,1800,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013565,7,1800,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013566,7,1800,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013567,7,1800,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013568,7,1800,0.29,45,0,0,0,0,1,1,0,0,0,0,0
GH013569,7,1800,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013570,7,1800,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH013571,7,1800,0.29,45,0,0,0,0,1,1,0,0,0,0,0
GH013572,7,1800,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013573,7,1800,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013574,7,1800,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013575,7,1800,0.36,30,0,0,0,0,1,0,1,0,0,1,0
GH013576,7,1800,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013577,7,1800,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013578,7,1800,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013579,7,1800,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013613,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013614,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013615,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013616,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,1
GH013617,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013618,7,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,0
GH013619,7,1800,0.36,45,0,0,0,0,1,1,0,0,0,1,0
GH013620,7,1800,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013621,7,1800,0.36,45,0,0,0,0,1,0,1,0,0,0,0
GH013622,7,1800,0.36,45,0,0,0,0,1,0,1,0,0,1,0
GH013623,7,1800,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013624,7,1800,0.36,45,0,0,0,0,1,0,1,0,0,0,0
GH013625,7,1800,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013626,7,1800,0.29,45,0,0,0,0,1,0,1,0,0,1,0
GH013627,7,1800,0.29,45,0,0,0,0,1,1,0,0,0,0,0
GH013628,7,1800,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH013629,7,1800,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH013630,7,1800,0.29,45,0,0,0,0,1,0,0,0,1,1,0
GH013631,7,1800,0.36,30,0,0,0,0,1,0,0,1,0,1,0
GH013632,7,1800,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013633,7,1800,0.36,30,0,0,0,0,1,0,0,0,1,1,0
GH013634,7,1800,0.36,30,0,0,0,0,1,0,1,0,0,1,0
GH013635,7,1800,0.36,30,0,0,0,0,1,0,1,0,0,1,0
GH013636,7,1800,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013637,7,1800,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013638,7,1800,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013639,7,1800,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013640,7,1800,0.29,30,0,0,0,0,1,0,0,0,1,1,1
GH013641,7,1800,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013643,7,1800,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013644,9,1800,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013645,9,1800,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013646,9,1800,0.29,60,0,0,0,0,1,0,0,1,0,1,0
GH013647,9,1800,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013648,9,1800,0.29,60,0,0,0,1,0,0,1,0,0,0,0
GH013649,9,1800,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013650,9,1800,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013651,9,1800,0.22,45,0,0,0,0,1,0,0,0,1,1,0
GH013653,9,1800,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013654,9,1800,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013655,9,1800,0.22,45,0,0,0,1,0,0,0,0,1,1,1
GH013656,9,1800,0.22,45,0,0,0,0,1,0,0,0,0,1,0
GH013657,9,1800,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013658,9,1800,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013659,9,1800,0.36,30,0,0,0,0,1,0,1,0,0,0,0
GH01366,9,1800,0.22,45,0,0,0,0,0,0,0,0,1,0,0
GH013660,9,1800,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013661,9,1800,0.36,30,0,0,0,1,0,1,0,0,0,0,0
GH013663,9,1800,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013664,9,1800,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013665,9,1800,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013666,9,1800,0.36,60,1,0,0,0,0,0,0,0,0,0,0
GH013667,9,1800,0.22,30,0,0,0,0,1,1,0,0,0,1,0
GH013668,9,1800,0.22,30,0,0,1,0,0,1,0,0,0,0,0
GH013669,9,1800,0.22,30,0,0,0,0,1,0,1,0,0,1,0
GH013670,9,1800,0.22,30,0,0,0,0,1,1,0,0,0,0,0
GH013671,9,1800,0.22,30,0,0,0,0,1,0,1,0,0,1,0
GH013672,9,1800,0.22,30,0,0,0,0,1,0,1,0,0,1,0
GH013673,9,1800,0.29,45,0,0,0,0,1,1,0,0,0,0,0
GH013674,9,1800,0.29,45,0,0,0,0,1,1,0,0,0,0,0
GH013675,9,1800,0.29,45,1,0,0,0,0,0,0,0,0,0,0
GH013676,9,1800,0.29,45,1,0,0,0,0,0,0,0,0,0,0
GH013677,9,1800,0.29,45,1,0,0,0,0,0,0,0,0,0,0
GH013678,9,1800,0.29,45,0,0,1,0,0,1,0,0,0,0,0
GH013679,9,1800,0.29,30,0,0,1,0,0,1,0,0,0,0,0
GH013680,9,1800,0.29,30,0,0,0,0,1,0,1,0,0,1,0
GH013681,9,1800,0.29,30,0,0,0,0,1,0,0,0,1,1,0
GH013682,9,1800,0.29,30,0,0,0,1,0,1,0,0,0,0,0
GH013683,9,1800,0.29,30,1,0,0,0,0,0,0,0,0,0,0
GH013684,9,1800,0.29,30,0,0,0,1,0,1,0,0,0,0,0
GH013685,9,1800,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013686,9,1800,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013687,9,1800,0.36,45,0,0,0,0,1,0,0,0,1,1,1
GH013688,9,1800,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013689,9,1800,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013690,9,1800,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013691,9,1800,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013692,9,1800,0.22,60,0,0,0,1,0,1,0,0,0,0,0
GH013693,9,1800,0.22,60,1,0,0,0,0,0,0,0,0,0,0
GH013694,9,1800,0.22,60,0,0,0,1,0,0,1,0,0,1,0
GH013695,9,1800,0.22,60,0,0,0,1,0,0,1,0,0,1,0
GH013696,9,1800,0.22,60,0,0,0,0,1,0,1,0,0,1,0
GH013697,9,1800,0.22,30,0,0,0,0,1,0,0,0,1,1,1
GH013698,9,1800,0.22,30,0,0,0,1,0,0,1,0,0,1,0
GH013699,9,1800,0.22,30,0,0,0,0,1,0,1,0,0,1,0
GH013700,9,1800,0.22,30,0,0,0,1,0,1,0,0,0,0,0
GH013701,9,1800,0.22,30,0,0,0,0,1,1,0,0,0,0,0
GH013702,9,1800,0.22,30,0,0,0,0,1,1,0,0,0,0,0
GH013703,9,1800,0.29,60,0,0,0,0,1,0,0,0,1,1,1
GH013704,9,1800,0.29,60,0,0,0,0,1,1,0,0,0,1,0
GH013705,9,1800,0.29,60,0,0,0,0,1,0,1,0,0,1,0
GH013706,9,1800,0.29,60,1,0,0,0,0,0,0,0,0,0,0
GH013707,9,1800,0.29,60,0,1,0,0,0,1,0,0,0,0,0
GH013708,9,1800,0.29,60,1,0,0,0,0,0,0,0,0,0,0
GH013709,9,1800,0.29,45,0,0,0,0,1,1,0,0,0,0,0
GH013710,9,1800,0.29,45,1,0,0,0,0,0,0,0,0,0,0
GH013711,9,1800,0.29,45,1,0,0,0,0,0,0,0,0,0,0
GH013712,9,1800,0.29,45,0,0,0,1,0,1,0,0,0,0,0
GH013713,9,1800,0.29,45,0,0,0,0,1,0,0,1,0,1,0
GH013714,9,1800,0.29,45,0,1,0,0,0,1,0,0,0,0,0
GH013715,9,1800,0.36,45,0,1,0,0,0,1,0,0,0,0,0
GH013716,9,1800,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013717,9,1800,0.36,45,0,0,0,0,1,1,0,0,0,0,0
GH013718,9,1800,0.36,45,0,0,0,1,0,0,1,0,0,1,0
GH013719,9,1800,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013720,9,1800,0.36,45,1,0,0,0,0,0,0,0,0,0,0
GH013721,9,1800,0.29,30,1,0,0,0,0,0,0,0,0,0,0
GH013722,9,1800,0.29,30,0,0,0,1,0,0,1,0,0,1,0
GH013723,9,1800,0.29,30,0,0,0,0,1,1,0,0,0,0,0
GH013724,9,1800,0.29,30,1,0,0,0,0,0,0,0,0,0,0
GH013725,9,1800,0.29,30,0,0,0,0,1,1,0,0,0,0,0
GH013726,9,1800,0.29,30,1,0,0,0,0,0,0,0,0,0,0
GH013727,9,1800,0.22,45,1,0,0,0,0,0,0,0,0,0,0
GH013728,9,1800,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013729,9,1800,0.22,45,0,0,0,0,1,0,0,1,0,1,0
GH013730,9,1800,0.22,45,0,0,0,0,1,0,1,0,0,0,0
GH013731,9,1800,0.22,45,0,0,1,0,0,0,0,0,1,0,0
GH013732,9,1800,0.22,45,1,0,0,0,0,0,0,0,0,0,0
GH013733,9,1800,0.36,30,0,0,0,0,1,1,0,0,0,0,0
GH013734,9,1800,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013735,9,1800,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013736,9,1800,0.36,30,0,0,0,1,0,0,1,0,0,0,0
GH013737,9,1800,0.36,30,1,0,0,0,0,0,0,0,0,0,0
GH013738,9,1800,0.36,30,0,0,0,0,1,0,0,1,0,1,0
GH013739,9,1800,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013740,9,1800,0.22,60,0,0,0,0,1,0,0,1,0,1,0
GH013741,9,1800,0.22,60,0,0,0,0,1,0,0,1,0,0,0
GH013742,9,1800,0.22,60,0,0,0,0,1,0,1,0,0,1,0
GH013743,9,1800,0.22,60,0,0,0,1,0,0,1,0,0,0,0
GH013744,9,1800,0.22,60,1,0,0,0,0,0,0,0,0,0,0
